,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration,simplified,Annotation
4557,Progressive Specialty Insurance Company,7002955,2020-07-23,2020-08-14,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
4558,GEICO General Insurance Company,7043915,2022-03-22,2022-04-01,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,10,Claim Settled,
4559,State Farm Mutual Automobile Insurance Company,7041513,2021-12-16,2022-03-24,Individual Private Passenger,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,98,Claim Settled,
4560,State Farm Mutual Automobile Insurance Company,7006704,2021-08-31,2021-12-01,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed,92,Claim Settled,
4561,Mapfre Insurance Company,7016581,2018-09-10,2018-09-17,Individual Private Passenger,,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,7,Claim Settled,
4562,Old Dominion Insurance Company,7014063,2019-01-28,2019-02-22,Commercial,Commercial Auto,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,,0.0,Closed,25,Claim Settled,
4563,Standard Fire Insurance Company (The),7002788,2020-06-10,2020-06-22,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Claim Settled,,15694.44,Closed,12,Claim Settled,
4564,USAA General Indemnity Company,7054685,2023-05-30,2023-07-24,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,55,Claim Settled,
4565,USAA Casualty Insurance Company,7016880,2018-06-19,2018-07-12,Individual Private Passenger,Medical Payments,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
4566,Plymouth Rock Home Assurance Corporation,7043265,2022-02-23,2022-03-18,Homeowners,Hazard,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0.0,Closed,23,Claim Settled,
4567,Government Employees Insurance Company,7041467,2021-12-14,2022-01-18,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Claim Settled,Claim Paid,2568.51,Closed,35,Claim Settled,
4568,United States Fire Insurance Company,7010286,2021-04-23,2021-05-12,Travel,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
4569,State Automobile Mutual Insurance Company,7001565,2020-04-13,2020-04-29,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
4570,Transamerica Life Insurance Company,7049241,2022-11-08,2022-12-01,Individual Life,Whole Life,PolicyHolder Service,Premium/Notice,Company Position Substantiated,Contract Provision,0.0,Closed,23,Claim Settled,
4571,Government Employees Insurance Company,7021374,2019-09-19,2019-11-01,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Claim Settled,,0.0,Closed,43,Claim Settled,
4572,SAFECO Insurance Company of Illinois,7055404,2023-06-28,2023-07-17,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,19,Claim Settled,
4573,GEICO General Insurance Company,7018992,2019-09-27,2019-10-21,Individual Private Passenger,Medical Payments,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,24,Claim Settled,
4574,American Strategic Insurance Corp.,7011154,2021-03-08,2021-03-25,Homeowners,Homeowners,Underwriting,Premium & Rating,Company Position Substantiated,Satisfactory Explanation,0.0,Closed,17,Claim Settled,
4575,"Oxford Health Insurance, Incorporated",7000824,2020-02-27,2020-03-10,Group,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,12,Claim Settled,
4576,Lincoln National Life Insurance Company (The),7009495,2021-04-12,2021-04-30,Individual Annuities,,PolicyHolder Service,Delays/No Response,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
4577,Zurich American Insurance Company,7002574,2020-06-24,2020-07-07,Commercial Multi&ndash;Peril,Commercial Multi&ndash;Peril,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,13,Claim Settled,
4578,American Strategic Insurance Corp.,7044612,2022-04-22,2022-05-10,Dwelling Fire,,Underwriting,Cancellation,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
4579,Progressive Direct Insurance Company,7055504,2023-07-03,2023-07-24,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Insufficient Information,No Cause For Action,0.0,Closed,21,Claim Dismissed,
4580,"National Union Fire Insurance Company of Pittsburgh, PA",7004927,2020-11-06,2020-11-23,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Compromised Settlement/Resolution,,3261.34,Closed,17,Claim Settled,
4581,"Anthem Health Plans, Inc",7009714,2021-05-24,2021-06-03,Group,Medicare Select,PolicyHolder Service,Delays/No Response,No Action Requested/Required,,0.0,Closed,10,Claim Dismissed,
4582,Trumbull Insurance Company,7014767,2018-05-04,2018-06-08,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,0.0,Closed,35,Claim Settled,
4583,Farmers Group Property and Casualty Insurance Company,7008203,2018-01-25,2018-02-08,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Claim Settled,,4977.78,Closed,14,Claim Settled,
4584,Allstate Fire and Casualty Insurance Company,7005884,2018-02-05,2018-02-21,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,16,Claim Settled,
4585,United States Fire Insurance Company,7001697,2020-04-20,2020-05-15,Travel,,Claim Handling,Claim Delay,Claim Settled,,4000.0,Closed,25,Claim Settled,
4586,Allstate Fire and Casualty Insurance Company,7055150,2023-06-15,2023-07-24,Individual Private Passenger,Collision,Claim Handling,Storage Fees,Company Position Substantiated,,0.0,Closed,39,Claim Settled,
4587,"Foremost Insurance Company Grand Rapids, Michigan",7016188,2018-08-22,2018-09-04,Individual Private Passenger,,PolicyHolder Service,Unsatisfactory Refund of Premium,Compromised Settlement/Resolution,,29.0,Closed,13,Claim Settled,
4588,Standard Fire Insurance Company (The),7015017,2018-06-27,2018-08-02,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,36,Claim Settled,
4589,Allstate Fire and Casualty Insurance Company,7002068,2020-04-17,2020-05-13,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,26,Claim Settled,
4590,United States Fire Insurance Company,7055215,2023-06-20,2023-07-24,Travel,,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Claim Paid,265.4,Closed,34,Claim Settled,
4591,Hartford Underwriters Insurance Company,7009387,2021-07-07,2021-07-30,Workers&squo; Compensation,,Underwriting,Audit Dispute,Company Position Substantiated,,0.0,Closed,23,Claim Settled,
4592,Connecticut FAIR Plan,7045830,2022-06-13,2022-07-18,Homeowners,Hazard,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0.0,Closed,35,Claim Settled,
4593,Palisades Insurance Company,7052351,2023-03-07,2023-07-24,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,,717.67,Closed,139,Claim Settled,
4594,"ConnectiCare Insurance Company, Inc",7004495,2020-10-20,2020-11-18,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,,202.0,Closed,29,Claim Settled,
4595,American Strategic Insurance Corp.,7015747,2018-07-09,2018-08-06,Homeowners,Homeowners,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
4596,Plymouth Rock Assurance Corporation,7001201,2020-03-23,2020-04-09,Individual Private Passenger,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,,0.0,Closed,17,Claim Settled,
4597,Standard Fire Insurance Company (The),7014078,2019-02-19,2019-03-05,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,14,Claim Settled,
4598,American General Life Insurance Company,7006959,2021-10-21,2021-11-24,Individual Life,Whole Life,Marketing & Sales,Misrepresentation,Company Position Substantiated,Company Position Upheld,0.0,Closed,34,Claim Settled,
4599,SAFECO Insurance Company of Illinois,7055448,2023-06-29,2023-07-24,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,25,Claim Settled,
4600,Liberty Mutual Personal Insurance Company,7040908,2021-11-16,2022-03-08,Individual Private Passenger,,Claim Handling,Claim Delay,Claim Settled,Claim Paid,0.0,Closed,112,Claim Settled,
4601,State Farm Mutual Automobile Insurance Company,7048358,2022-10-03,2022-11-03,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Company Position Upheld,0.0,Closed,31,Claim Settled,
4602,Lemonade Insurance Company,7041813,2022-01-03,2022-01-18,Renter/Tenants,Hazard,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0.0,Closed,15,Claim Settled,
4603,GEICO General Insurance Company,7048287,2022-09-28,2022-10-13,Individual Private Passenger,,Claim Handling,Claim Handling Other,Company Position Substantiated,Company Position Upheld,0.0,Closed,15,Claim Settled,
4604,New York Life Insurance Company,7020840,2019-09-18,2019-10-04,Individual,Disability Income,Claim Handling,Claim Delay,No Action Requested/Required,,0.0,Closed,16,Claim Dismissed,
4605,"Anthem Health Plans, Inc",7053773,2023-04-26,2023-07-24,A & H,,Claim Handling,Provider Contract Issue,Company Position Overturned,,4617.88,Closed,89,Claim Dismissed,
4606,ReliaStar Life Insurance Company,7055705,2023-07-12,2023-07-24,Individual Life,Universal,Claim Handling,Claim Procedure,Company Position Substantiated,Furnished Information,0.0,Closed,12,Claim Settled,
4607,Allstate Fire and Casualty Insurance Company,7046871,2022-07-28,2022-09-01,Individual Private Passenger,Collision,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Company Position Upheld,0.0,Closed,35,Claim Settled,
4608,SAFECO Insurance Company of Illinois,7001411,2020-04-03,2020-04-30,Individual Private Passenger,,Underwriting,Premium & Rating,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
4609,Amica Mutual Insurance Company,7012709,2019-01-07,2019-02-06,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,30,Claim Settled,
4610,Progressive Direct Insurance Company,7048134,2022-09-22,2022-10-19,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
4611,CSAA Affinity Insurance Company,7012667,2018-11-15,2018-11-29,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,470.81,Closed,14,Claim Settled,
4612,Government Employees Insurance Company,7003451,2020-07-30,2020-08-26,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,27,Claim Settled,
4613,SAFECO Insurance Company of Illinois,7009321,2021-04-08,2021-04-23,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,15,Claim Settled,
4614,Allstate Fire and Casualty Insurance Company,7055566,2023-07-06,2023-07-24,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Overturned,,0.0,Closed,18,Claim Dismissed,
4615,Allstate Fire and Casualty Insurance Company,7011530,2021-01-26,2021-02-10,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,15,Claim Settled,
4616,GEICO General Insurance Company,7013254,2018-11-28,2019-01-07,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Claim Settled,,0.0,Closed,40,Claim Settled,
4617,Progressive Casualty Insurance Company,7050416,2022-12-30,2023-07-24,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Overturned,Enter Arbitration,0.0,Closed,206,Claim Dismissed,
4618,American Income Life Insurance Company,7043514,2022-03-03,2022-05-06,Individual Life,Universal,Marketing & Sales,Producer Handling,Company Position Substantiated,Contract Provision,0.0,Closed,64,Claim Settled,
4619,Progressive Direct Insurance Company,7055057,2023-06-13,2023-07-24,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,41,Claim Settled,
4620,"Anthem Health Plans, Inc",7010281,2021-04-23,2021-05-12,A & H,,Claim Handling,Claim Denial,Insufficient Information,,0.0,Closed,19,Claim Dismissed,
4621,Government Employees Insurance Company,7007439,2018-01-17,2018-02-08,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,,0.0,Closed,22,Claim Settled,
4622,ReliaStar Life Insurance Company of New York,7045037,2022-05-10,2022-05-31,Individual Life,Universal,Underwriting,Underwriting Delays,Company Position Substantiated,Policy Restored/Reinstated,0.0,Closed,21,Claim Settled,
4623,Travelers Home and Marine Insurance Company (The),7003272,2020-08-14,2020-08-31,Homeowners,Homeowners,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,17,Claim Settled,
4624,Ohio Casualty Insurance Company (The),7042063,2022-01-14,2022-02-09,Homeowners,Hazard,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0.0,Closed,26,Claim Settled,
4625,Allstate Fire and Casualty Insurance Company,7002193,2020-05-26,2020-07-01,Individual Private Passenger,,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,,0.0,Closed,36,Claim Settled,
4626,LM General Insurance Company,7017247,2018-06-25,2018-07-12,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,,0.0,Closed,17,Claim Settled,
4627,American Security Insurance Company,7006762,2021-10-19,2021-11-26,"Fire, Allied Lines",,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0.0,Closed,38,Claim Settled,
4628,ConnectiCare Inc,7012826,2018-11-15,2019-01-02,Group,Health Only,Claim Handling,Claim Denial,No Action Requested/Required,,0.0,Closed,48,Claim Dismissed,
4629,Allstate Fire and Casualty Insurance Company,7055366,2023-06-26,2023-07-24,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,,0.0,Closed,28,Claim Settled,
4630,Permanent General Assurance Corporation,7055403,2023-06-28,2023-07-24,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Claim Settled,Claim Paid,11725.98,Closed,26,Claim Settled,
4631,Allstate Insurance Company,7013120,2019-02-22,2019-03-12,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,18,Claim Settled,
4632,Nationwide Mutual Fire Insurance Company,7001469,2020-04-07,2020-05-18,General,,Claim Handling,Claim Denial,Company Position Substantiated,,0.0,Closed,41,Claim Settled,
4633,American Security Insurance Company,7042132,2022-01-17,2022-02-09,Homeowners,Lender Placed,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Refer To Appraisal,0.0,Closed,23,Claim Settled,
4634,GEICO General Insurance Company,7048718,2022-10-18,2022-11-29,Individual Private Passenger,,PolicyHolder Service,Premium/Notice,Company Position Substantiated,Company Position Upheld,0.0,Closed,42,Claim Settled,
4635,State Automobile Mutual Insurance Company,7041879,2022-01-05,2022-01-20,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Overturned,Corrective Action,2782.5,Closed,15,Claim Dismissed,
4636,ConnectiCare Inc,7040857,2021-11-15,2021-12-21,Individual,Exchange,Claim Handling,Claim Denial,Claim Settled,,1045.0,Closed,36,Claim Settled,
4637,American Modern Property and Casualty Insurance Company,7041517,2021-12-16,2022-02-08,Homeowners,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Refer To Appraisal,0.0,Closed,54,Claim Settled,
